sex,race_known,reason_stopped,searched,search_based_on,search_found,race,arrest_date,arrest_time,lng,lat
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-30,2020-01-30 22:27:00,-97.74026185341687,30.269317754419436
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-10,2020-02-10 00:31:00,-97.74014634453978,30.26760195294616
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-29,2020-02-29 02:59:00,-97.74014634453978,30.26760195294616
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-16,2020-02-16 05:38:00,-97.74383455496552,30.27256114996386
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-07-18,2020-07-18 00:53:00,-97.74383455496552,30.27256114996386
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-22,2020-02-22 02:00:00,-97.73908843294423,30.267352259530767
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-19,2020-02-19 23:30:00,-97.74806912264599,30.27050414054069
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-27,2020-10-27 22:09:00,-97.73815931957499,30.267261935648644
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-02,2020-02-02 23:55:00,-97.73602172754248,30.269339139333894
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-05-26,2020-05-26 00:44:00,-97.73939201929942,30.267138378343233
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-29,2020-02-29 01:17:00,-97.74240480057644,30.268926549724796
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-11,2020-11-11 00:04:00,-97.73537016263064,30.268118528331435
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-04-25,2020-04-25 00:44:00,-97.73537016263064,30.268118528331435
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-15,2020-12-15 01:51:00,-97.73545770072461,30.267102675250808
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-16,2020-12-16 00:13:00,-97.73508319101306,30.266655026109483
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-02,2020-01-02 00:49:00,-97.73508319101306,30.266655026109483
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-22,2020-01-22 23:25:00,-97.750890018164,30.27059127761615
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-21,2020-02-21 00:45:00,-97.750890018164,30.27059127761615
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-06,2020-03-06 01:43:00,-97.750890018164,30.27059127761615
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-09,2020-03-09 23:04:00,-97.7393336969801,30.267068439039427
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-10,2020-03-10 23:00:00,-97.73681526172838,30.267402477005074
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-05-24,2020-05-24 21:30:00,-97.73648633269045,30.268322677339317
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-27,2020-10-27 02:59:00,-97.73894727348818,30.26800673359334
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-06,2020-12-06 23:04:00,-97.74952263723391,30.26994488605576
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-04-07,2020-04-07 22:00:00,-97.75328296386985,30.269855636859404
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-04-30,2020-04-30 22:14:00,-97.75344011566635,30.27180053833433
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-04-25,2020-04-25 01:54:00,-97.7649105624313,30.277042069944223
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-05-19,2020-05-19 22:58:00,-97.75502950996409,30.27220382431865
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-22,2020-11-22 22:25:00,-97.75718857005693,30.272989839510068
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-09-06,2020-09-06 21:35:00,-97.75718857005693,30.272989839510068
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-25,2020-01-25 00:18:00,-97.75718857005693,30.272989839510068
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-15,2020-10-15 23:59:00,-97.76184722312932,30.273201678012274
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-24,2020-01-24 01:19:00,-97.76529659057161,30.276706015300448
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-31,2020-03-31 20:45:00,-97.76924063729449,30.22688037907974
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-16,2020-01-16 00:04:00,-97.75775805143074,30.26209621711316
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-05-29,2020-05-29 19:16:00,-97.77463290156886,30.24785487391206
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-05-20,2020-05-20 02:47:00,-97.75093059743236,30.261967039776625
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-04,2020-02-04 02:17:00,-97.74869345454263,30.252392014869795
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-21,2020-01-21 23:44:00,-97.75018487867146,30.248865913676166
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-20,2020-02-20 22:01:00,-97.75778549866101,30.24443964932022
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-15,2020-01-15 01:22:00,-97.74432384152124,30.25419876656524
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-31,2020-01-31 00:11:00,-97.74063068859121,30.250746662332077
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-22,2020-11-22 02:53:00,-97.72217087199178,30.329942325056102
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-13,2020-11-13 22:02:00,-97.71780738926776,30.341666211267302
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-08,2020-01-08 22:50:00,-97.75256658232333,30.33505731669415
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-03,2020-12-03 20:40:00,-97.73972148319628,30.33590102479044
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-05-10,2020-05-10 13:16:00,-97.72132773343101,30.33414971088635
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-15,2020-01-15 21:43:00,-97.73447819504598,30.350924579410535
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-23,2020-03-23 03:02:00,-97.71496382955287,30.343973496515087
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-08,2020-01-08 02:28:00,-97.75150957777579,30.277163318166796
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-28,2020-02-28 23:25:00,-97.76395848992203,30.284358118804345
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-15,2020-01-15 00:44:00,-97.7709744347369,30.276610649929573
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-18,2020-01-18 03:18:00,-97.77299000282734,30.268358706806374
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-01,2020-10-01 21:27:00,-97.81564979071624,30.241544278038113
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-04,2020-11-04 02:12:00,-97.76486581213034,30.2225104733099
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-04-24,2020-04-24 23:40:00,-97.7689176482205,30.215784634591877
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-04-10,2020-04-10 00:04:00,-97.79377898323857,30.23317242016184
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-09-23,2020-09-23 15:25:00,-97.70202468301886,30.320421207875764
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-13,2020-03-13 05:58:00,-97.66423488132529,30.306781901856315
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-13,2020-02-13 04:44:00,-97.69042420612239,30.27356094086592
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-29,2020-02-29 23:00:00,-97.70066826411129,30.30483449643427
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-02,2020-10-02 00:28:00,-97.69550865599028,30.265609876744136
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-24,2020-01-24 05:01:00,-97.72585018436816,30.239673569363376
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-18,2020-11-18 00:30:00,-97.7241305487231,30.235790818509013
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-17,2020-12-17 17:12:00,-97.6409219626596,30.2073184841485
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-04-03,2020-04-03 02:12:00,-97.72429347958935,30.22565636673365
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-24,2020-01-24 18:54:00,-97.72623813239149,30.238210031050272
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-02,2020-10-02 22:32:00,-97.69741871131187,30.22269126279896
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-06-21,2020-06-21 00:30:00,-97.75110142825082,30.216961314962223
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-05-12,2020-05-12 00:55:00,-97.71943620007278,30.23310427955542
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-11,2020-02-11 00:22:00,-97.72280753226991,30.23411365369166
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-05,2020-03-05 22:29:00,-97.74406933575271,30.21572469920639
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-08-02,2020-08-02 21:07:00,-97.76650213332408,30.188942684943093
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-06-19,2020-06-19 22:09:00,-97.78782184571051,30.197096686664388
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-19,2020-11-19 23:11:00,-97.81568472935922,30.1739869096508
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-31,2020-10-31 22:39:00,-97.79352202561034,30.194165304350985
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-12,2020-01-12 23:14:00,-97.81518044724453,30.173781720807415
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-09,2020-02-09 17:34:00,-97.76363684671885,30.18740003854796
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-21,2020-02-21 02:58:00,-97.76615867824196,30.182566080865957
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-24,2020-01-24 02:15:00,-97.72547075065378,30.209854880824874
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-10,2020-01-10 02:11:00,-97.7810066619191,30.16659494821651
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-05-28,2020-05-28 23:09:00,-97.75364723911684,30.42567287583301
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-02,2020-03-02 01:20:00,-97.78221074636402,30.451442435266813
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-04,2020-01-04 00:51:00,-97.7888929805475,30.464311858994463
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-04,2020-01-04 03:11:00,-97.80276307701226,30.4583152325221
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-03,2020-03-03 01:20:00,-97.79666052174596,30.233683319474515
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-15,2020-10-15 21:51:00,-97.79770669461257,30.215431031580284
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-06,2020-02-06 22:17:00,-97.7631538462302,30.342665642138964
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-29,2020-11-29 00:42:00,-97.74628296892347,30.400534886264925
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-03,2020-12-03 19:15:00,-97.84229036307964,30.195332432983005
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-28,2020-11-28 17:47:00,-97.86384060546732,30.200334568459986
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-27,2020-02-27 04:03:00,-97.74943276383512,30.358066888839133
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-28,2020-02-28 01:44:00,-97.74557437468123,30.41404960896497
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-02,2020-10-02 22:01:00,-97.71214320994365,30.337028942547196
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-03,2020-12-03 01:10:00,-97.713985667417,30.35337078934146
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-22,2020-10-22 20:40:00,-97.71495832481362,30.355742219011624
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-10-04,2020-10-04 02:08:00,-97.70883106436682,30.35224776613414
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-13,2020-02-13 15:44:00,-97.7043320076617,30.354652955789504
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-21,2020-12-21 00:03:00,-97.72803091164022,30.366897141214707
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-14,2020-11-14 22:44:00,-97.71431526528492,30.35174380041466
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-26,2020-12-26 19:54:00,-97.72418747902519,30.371909944473433
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-12-16,2020-12-16 17:27:00,-97.73089627666798,30.356154637732036
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-03-31,2020-03-31 22:33:00,-97.69675905805192,30.40719760149613
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-01-15,2020-01-15 00:12:00,-97.69058373353218,30.41323143906562
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-11-28,2020-11-28 01:36:00,-97.72268274344658,30.404295186627383
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,WHITE,2020-02-01,2020-02-01 23:26:00,-97.78370497813391,30.237320531318762
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-02-17,2020-02-17 17:22:00,-97.68619035247524,30.3328570130423
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-01-02,2020-01-02 00:16:00,-97.72823337261359,30.323118240376065
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-10-14,2020-10-14 00:03:00,-97.72314422873049,30.296542512386033
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-10-08,2020-10-08 22:00:00,-97.72939146417208,30.321087249709656
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-01-25,2020-01-25 00:23:00,-97.74339461356658,30.273369110223587
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-09-25,2020-09-25 03:04:00,-97.7393336969801,30.267068439039427
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-12-21,2020-12-21 01:25:00,-97.73894727348818,30.26800673359334
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-05-24,2020-05-24 23:02:00,-97.75095278540428,30.269310885423568
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-02-10,2020-02-10 22:59:00,-97.74520193528974,30.268716295802776
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-12-26,2020-12-26 23:57:00,-97.75718857005693,30.272989839510068
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-11-17,2020-11-17 23:38:00,-97.76421879829128,30.275768551362113
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-11-17,2020-11-17 03:05:00,-97.75396359809389,30.27153879371003
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,WHITE,2020-01-14,2020-01-14 22:15:00,-97.75235328088209,30.265637150689834
